Year,Item,Value
2009,"Hen eggs in shell, fresh",94.34
2010,"Hen eggs in shell, fresh",93.61
2011,"Hen eggs in shell, fresh",93.06
2012,"Hen eggs in shell, fresh",99.02
2013,"Hen eggs in shell, fresh",102.06
2014,"Hen eggs in shell, fresh",100.2
2015,"Hen eggs in shell, fresh",99.11
2016,"Hen eggs in shell, fresh",100.7
2017,"Hen eggs in shell, fresh",103.29
2018,"Hen eggs in shell, fresh",106.65
2019,"Hen eggs in shell, fresh",106.65
2020,"Hen eggs in shell, fresh",106.6
2021,"Hen eggs in shell, fresh",108.24
2022,"Hen eggs in shell, fresh",135.55
2023,"Hen eggs in shell, fresh",143.23
2024,"Hen eggs in shell, fresh",151.99
1991,Lettuce and chicory,10290.0
1992,Lettuce and chicory,8500.0
1993,Lettuce and chicory,7630.0
1994,Lettuce and chicory,9000.0
1995,Lettuce and chicory,5000.0
1996,Lettuce and chicory,6950.0
1997,Lettuce and chicory,5148.0
1998,Lettuce and chicory,5126.0
1999,Lettuce and chicory,5478.0
2000,Lettuce and chicory,5698.0
2001,Lettuce and chicory,7590.0
2002,Lettuce and chicory,407.0
2003,Lettuce and chicory,758.0
2004,Lettuce and chicory,392.0
2005,Lettuce and chicory,469.0
2006,Lettuce and chicory,478.0
2007,Lettuce and chicory,502.0
2008,Lettuce and chicory,504.0
2009,Lettuce and chicory,447.0
2010,Lettuce and chicory,629.0
2010,Lettuce and chicory,898.0
2010,Lettuce and chicory,366.0
2010,Lettuce and chicory,485.0
2010,Lettuce and chicory,466.0
2010,Lettuce and chicory,454.0
2010,Lettuce and chicory,679.0
2010,Lettuce and chicory,689.0
2010,Lettuce and chicory,743.0
2011,Lettuce and chicory,427.0
2011,Lettuce and chicory,624.0
2011,Lettuce and chicory,251.0
2011,Lettuce and chicory,276.0
2011,Lettuce and chicory,305.0
2011,Lettuce and chicory,358.0
2011,Lettuce and chicory,395.0
2011,Lettuce and chicory,473.0
2012,Lettuce and chicory,519.0
2012,Lettuce and chicory,683.0
2012,Lettuce and chicory,413.0
2012,Lettuce and chicory,326.0
2012,Lettuce and chicory,362.0
2012,Lettuce and chicory,439.0
2012,Lettuce and chicory,485.0
2012,Lettuce and chicory,613.0
2012,Lettuce and chicory,771.0
2013,Lettuce and chicory,578.0
2013,Lettuce and chicory,683.0
2013,Lettuce and chicory,413.0
2013,Lettuce and chicory,326.0
2013,Lettuce and chicory,363.0
2013,Lettuce and chicory,439.0
2013,Lettuce and chicory,485.0
2013,Lettuce and chicory,613.0
2013,Lettuce and chicory,771.0
2014,Lettuce and chicory,527.0
2014,Lettuce and chicory,526.0
2014,Lettuce and chicory,381.0
2014,Lettuce and chicory,506.0
2014,Lettuce and chicory,392.0
2014,Lettuce and chicory,489.0
2014,Lettuce and chicory,717.0
2014,Lettuce and chicory,721.0
2015,Lettuce and chicory,599.0
2015,Lettuce and chicory,856.0
2015,Lettuce and chicory,506.0
2015,Lettuce and chicory,385.0
2015,Lettuce and chicory,334.0
2015,Lettuce and chicory,601.0
2015,Lettuce and chicory,606.0
2015,Lettuce and chicory,703.0
2016,Lettuce and chicory,625.0
2016,Lettuce and chicory,1049.0
2016,Lettuce and chicory,780.0
2016,Lettuce and chicory,557.0
2016,Lettuce and chicory,359.0
2016,Lettuce and chicory,634.0
2016,Lettuce and chicory,583.0
2016,Lettuce and chicory,657.0
2017,Lettuce and chicory,639.0
2017,Lettuce and chicory,1082.0
2017,Lettuce and chicory,747.0
2017,Lettuce and chicory,427.0
2017,Lettuce and chicory,558.0
2017,Lettuce and chicory,629.0
2017,Lettuce and chicory,657.0
2018,Lettuce and chicory,677.0
1991,Lettuce and chicory,747.8
1992,Lettuce and chicory,617.7
1993,Lettuce and chicory,554.5
1994,Lettuce and chicory,654.1
1995,Lettuce and chicory,363.4
1996,Lettuce and chicory,505.1
1997,Lettuce and chicory,374.1
1998,Lettuce and chicory,372.5
1999,Lettuce and chicory,398.1
2000,Lettuce and chicory,414.1
2001,Lettuce and chicory,551.6
2002,Lettuce and chicory,407.0
2003,Lettuce and chicory,758.0
2004,Lettuce and chicory,392.0
2005,Lettuce and chicory,469.0
2006,Lettuce and chicory,478.0
2007,Lettuce and chicory,502.0
2008,Lettuce and chicory,504.0
2009,Lettuce and chicory,447.0
2010,Lettuce and chicory,629.0
2011,Lettuce and chicory,427.0
2012,Lettuce and chicory,519.0
2013,Lettuce and chicory,578.0
2014,Lettuce and chicory,527.0
2015,Lettuce and chicory,599.0
2016,Lettuce and chicory,625.0
2017,Lettuce and chicory,639.0
2018,Lettuce and chicory,677.0
1991,Lettuce and chicory,881.3
1992,Lettuce and chicory,773.5
1993,Lettuce and chicory,655.9
1994,Lettuce and chicory,788.0
1995,Lettuce and chicory,496.0
1996,Lettuce and chicory,656.5
1997,Lettuce and chicory,421.8
1998,Lettuce and chicory,414.1
1999,Lettuce and chicory,424.1
2000,Lettuce and chicory,381.5
2001,Lettuce and chicory,493.6
2002,Lettuce and chicory,383.0
2003,Lettuce and chicory,855.5
2004,Lettuce and chicory,486.7
2005,Lettuce and chicory,583.2
2006,Lettuce and chicory,599.6
2007,Lettuce and chicory,687.1
2008,Lettuce and chicory,738.3
2009,Lettuce and chicory,621.0
2010,Lettuce and chicory,833.1
2011,Lettuce and chicory,593.6
2012,Lettuce and chicory,666.8
2013,Lettuce and chicory,767.4
2014,Lettuce and chicory,699.2
2015,Lettuce and chicory,664.3
2016,Lettuce and chicory,691.3
2017,Lettuce and chicory,721.9
2018,Lettuce and chicory,799.5
1991,Lettuce and chicory,128.12
1992,Lettuce and chicory,105.83
1993,Lettuce and chicory,95.0
1994,Lettuce and chicory,112.06
1995,Lettuce and chicory,62.26
1996,Lettuce and chicory,86.54
1997,Lettuce and chicory,64.1
1998,Lettuce and chicory,63.82
1999,Lettuce and chicory,68.21
2000,Lettuce and chicory,70.95
2001,Lettuce and chicory,94.5
2002,Lettuce and chicory,69.73
2003,Lettuce and chicory,129.87
2004,Lettuce and chicory,67.16
2005,Lettuce and chicory,80.35
2006,Lettuce and chicory,81.9
2007,Lettuce and chicory,86.01
2008,Lettuce and chicory,86.35
2009,Lettuce and chicory,76.58
2010,Lettuce and chicory,107.77
2011,Lettuce and chicory,73.16
2012,Lettuce and chicory,88.92
2013,Lettuce and chicory,99.03
2014,Lettuce and chicory,90.29
2015,Lettuce and chicory,102.63
2016,Lettuce and chicory,107.08
2017,Lettuce and chicory,109.48
2018,Lettuce and chicory,115.99
2019,Lettuce and chicory,98.26
2020,Lettuce and chicory,96.8
2021,Lettuce and chicory,95.91
2022,Lettuce and chicory,97.37
2023,Lettuce and chicory,96.14
2024,Lettuce and chicory,95.29
1991,Mushrooms and truffles,43310.0
1992,Mushrooms and truffles,43200.0
1993,Mushrooms and truffles,42200.0
1994,Mushrooms and truffles,41770.0
1995,Mushrooms and truffles,36020.0
1996,Mushrooms and truffles,34210.0
1997,Mushrooms and truffles,33500.0
1998,Mushrooms and truffles,33500.0
1999,Mushrooms and truffles,33500.0
2000,Mushrooms and truffles,33500.0
2001,Mushrooms and truffles,33500.0
2002,Mushrooms and truffles,2430.0
2003,Mushrooms and truffles,2280.0
2004,Mushrooms and truffles,2250.0
2005,Mushrooms and truffles,2250.0
2006,Mushrooms and truffles,2250.0
2007,Mushrooms and truffles,2250.0
2008,Mushrooms and truffles,2250.0
2009,Mushrooms and truffles,2250.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2010,Mushrooms and truffles,2350.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2011,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2500.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2450.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2018,Mushrooms and truffles,2500.0
2018,Mushrooms and truffles,2500.0
1991,Mushrooms and truffles,3147.5
1992,Mushrooms and truffles,3139.5
1993,Mushrooms and truffles,3066.8
1994,Mushrooms and truffles,3035.5
1995,Mushrooms and truffles,2617.7
1996,Mushrooms and truffles,2486.1
1997,Mushrooms and truffles,2434.5
1998,Mushrooms and truffles,2434.5
1999,Mushrooms and truffles,2434.5
2000,Mushrooms and truffles,2434.5
2001,Mushrooms and truffles,2434.5
2002,Mushrooms and truffles,2430.0
2003,Mushrooms and truffles,2280.0
2004,Mushrooms and truffles,2250.0
2005,Mushrooms and truffles,2250.0
2006,Mushrooms and truffles,2250.0
2007,Mushrooms and truffles,2250.0
2008,Mushrooms and truffles,2250.0
2009,Mushrooms and truffles,2250.0
2010,Mushrooms and truffles,2350.0
2011,Mushrooms and truffles,2450.0
2012,Mushrooms and truffles,2450.0
2013,Mushrooms and truffles,2500.0
2014,Mushrooms and truffles,2500.0
2015,Mushrooms and truffles,2500.0
2016,Mushrooms and truffles,2500.0
2017,Mushrooms and truffles,2500.0
2018,Mushrooms and truffles,2500.0
1991,Mushrooms and truffles,3709.3
1992,Mushrooms and truffles,3931.1
1993,Mushrooms and truffles,3627.9
1994,Mushrooms and truffles,3657.0
1995,Mushrooms and truffles,3572.9
1996,Mushrooms and truffles,3231.5
1997,Mushrooms and truffles,2744.9
1998,Mushrooms and truffles,2706.2
1999,Mushrooms and truffles,2593.8
2000,Mushrooms and truffles,2243.0
2001,Mushrooms and truffles,2178.6
2002,Mushrooms and truffles,2286.9
2003,Mushrooms and truffles,2573.3
2004,Mushrooms and truffles,2793.8
2005,Mushrooms and truffles,2798.1
2006,Mushrooms and truffles,2822.6
2007,Mushrooms and truffles,3079.5
2008,Mushrooms and truffles,3295.9
2009,Mushrooms and truffles,3125.7
2010,Mushrooms and truffles,3112.4
2011,Mushrooms and truffles,3405.8
2012,Mushrooms and truffles,3147.9
2013,Mushrooms and truffles,3319.4
2014,Mushrooms and truffles,3316.8
2015,Mushrooms and truffles,2772.7
2016,Mushrooms and truffles,2765.4
2017,Mushrooms and truffles,2824.2
2018,Mushrooms and truffles,2952.4
1991,Mushrooms and truffles,125.9
1992,Mushrooms and truffles,125.58
1993,Mushrooms and truffles,122.67
1994,Mushrooms and truffles,121.42
1995,Mushrooms and truffles,104.71
1996,Mushrooms and truffles,99.45
1997,Mushrooms and truffles,97.38
1998,Mushrooms and truffles,97.38
1999,Mushrooms and truffles,97.38
2000,Mushrooms and truffles,97.38
2001,Mushrooms and truffles,97.38
2002,Mushrooms and truffles,97.2
2003,Mushrooms and truffles,91.2
2004,Mushrooms and truffles,90.0
2005,Mushrooms and truffles,90.0
2006,Mushrooms and truffles,90.0
2007,Mushrooms and truffles,90.0
2008,Mushrooms and truffles,90.0
2009,Mushrooms and truffles,90.0
2010,Mushrooms and truffles,94.0
2011,Mushrooms and truffles,98.0
2012,Mushrooms and truffles,98.0
2013,Mushrooms and truffles,100.0
2014,Mushrooms and truffles,100.0
2015,Mushrooms and truffles,100.0
2016,Mushrooms and truffles,100.0
2017,Mushrooms and truffles,100.0
2018,Mushrooms and truffles,100.0
2019,Mushrooms and truffles,99.71
2020,Mushrooms and truffles,100.36
2021,Mushrooms and truffles,100.36
2022,Mushrooms and truffles,101.41
2023,Mushrooms and truffles,98.43
2024,Mushrooms and truffles,99.33
1991,Natural honey,70000.0
1992,Natural honey,82000.0
1993,Natural honey,82000.0
1994,Natural honey,82000.0
1995,Natural honey,72000.0
1996,Natural honey,76000.0
1997,Natural honey,76000.0
1998,Natural honey,76000.0
1999,Natural honey,76170.0
2000,Natural honey,76250.0
2001,Natural honey,72000.0
2002,Natural honey,5320.0
2003,Natural honey,5410.0
2004,Natural honey,5550.0
2005,Natural honey,5710.0
2006,Natural honey,5920.0
2007,Natural honey,5980.0
2008,Natural honey,6150.0
2009,Natural honey,6500.0
2010,Natural honey,6910.0
2010,Natural honey,6500.0
2010,Natural honey,6500.0
2010,Natural honey,6500.0
2010,Natural honey,6500.0
2010,Natural honey,6500.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2010,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2011,Natural honey,7200.0
2012,Natural honey,7380.0
2012,Natural honey,7200.0
2012,Natural honey,7200.0
2012,Natural honey,7200.0
2012,Natural honey,7200.0
2012,Natural honey,7200.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2012,Natural honey,7500.0
2013,Natural honey,7970.0
2013,Natural honey,7200.0
2013,Natural honey,7200.0
2013,Natural honey,7200.0
2013,Natural honey,7200.0
2013,Natural honey,7200.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2013,Natural honey,7500.0
2014,Natural honey,8950.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,8200.0
2014,Natural honey,10000.0
2014,Natural honey,10000.0
2014,Natural honey,10000.0
2014,Natural honey,10000.0
2014,Natural honey,10000.0
2015,Natural honey,11330.0
2015,Natural honey,10000.0
2015,Natural honey,10000.0
2015,Natural honey,10000.0
2015,Natural honey,10000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2015,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2016,Natural honey,12000.0
2017,Natural honey,8300.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2017,Natural honey,12000.0
2018,Natural honey,7400.0
2018,Natural honey,12000.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2019,Natural honey,8800.0
2020,Natural honey,9600.0
2021,Natural honey,10600.0
2022,Natural honey,11600.0
2023,Natural honey,12000.0
1991,Natural honey,5087.1
1992,Natural honey,5959.2
1993,Natural honey,5959.2
1994,Natural honey,5959.2
1995,Natural honey,5232.4
1996,Natural honey,5523.1
1997,Natural honey,5523.1
1998,Natural honey,5523.1
1999,Natural honey,5535.5
2000,Natural honey,5541.3
2001,Natural honey,5232.4
2002,Natural honey,5320.0
2003,Natural honey,5410.0
2004,Natural honey,5550.0
2005,Natural honey,5710.0
2006,Natural honey,5920.0
2007,Natural honey,5980.0
2008,Natural honey,6150.0
2009,Natural honey,6500.0
2010,Natural honey,6910.0
2011,Natural honey,7200.0
2012,Natural honey,7380.0
2013,Natural honey,7970.0
2014,Natural honey,8950.0
2015,Natural honey,11330.0
2016,Natural honey,12000.0
2017,Natural honey,8300.0
2018,Natural honey,7400.0
2019,Natural honey,8800.0
2020,Natural honey,9600.0
2021,Natural honey,10600.0
2022,Natural honey,11600.0
2023,Natural honey,12000.0
1991,Natural honey,5995.2
1992,Natural honey,7461.8
1993,Natural honey,7049.4
1994,Natural honey,7179.2
1995,Natural honey,7141.8
1996,Natural honey,7178.9
1997,Natural honey,6227.3
1998,Natural honey,6139.4
1999,Natural honey,5897.6
2000,Natural honey,5105.3
2001,Natural honey,4682.3
2002,Natural honey,5006.8
2003,Natural honey,6105.9
2004,Natural honey,6891.3
2005,Natural honey,7100.9
2006,Natural honey,7426.5
2007,Natural honey,8184.6
2008,Natural honey,9008.7
2009,Natural honey,9029.7
2010,Natural honey,9151.8
2011,Natural honey,10009.0
2012,Natural honey,9482.3
2013,Natural honey,10582.1
2014,Natural honey,11874.3
2015,Natural honey,12565.7
2016,Natural honey,13273.8
2017,Natural honey,9376.4
2018,Natural honey,8739.1
2019,Natural honey,9851.4
2020,Natural honey,10965.1
2021,Natural honey,12537.0
2022,Natural honey,12198.8
2023,Natural honey,12975.2
1991,Natural honey,47.28
1992,Natural honey,55.38
1993,Natural honey,55.38
1994,Natural honey,55.38
1995,Natural honey,48.63
1996,Natural honey,51.33
1997,Natural honey,51.33
1998,Natural honey,51.33
1999,Natural honey,51.45
2000,Natural honey,51.5
2001,Natural honey,48.63
2002,Natural honey,49.44
2003,Natural honey,50.28
2004,Natural honey,51.58
2005,Natural honey,53.07
2006,Natural honey,55.02
2007,Natural honey,55.58
2008,Natural honey,57.16
2009,Natural honey,60.41
2010,Natural honey,64.22
2011,Natural honey,66.91
2012,Natural honey,68.59
2013,Natural honey,74.07
2014,Natural honey,83.18
2015,Natural honey,105.3
2016,Natural honey,111.52
2017,Natural honey,77.14
2018,Natural honey,68.77
2019,Natural honey,81.78
2020,Natural honey,89.22
2021,Natural honey,98.51
2022,Natural honey,107.81
2023,Natural honey,111.52
2024,Natural honey,119.93
1991,Oats,2975.0
1992,Oats,2914.0
1993,Oats,2889.0
1994,Oats,2734.0
1995,Oats,1382.0
1996,Oats,1715.0
1997,Oats,1436.0
1998,Oats,1210.0
1999,Oats,1281.0
2000,Oats,1313.0
2001,Oats,1379.0
2002,Oats,90.0
2003,Oats,88.0
2004,Oats,77.0
2005,Oats,70.0
2006,Oats,86.0
2007,Oats,144.0
2008,Oats,109.0
2009,Oats,72.0
2010,Oats,131.0
2010,Oats,99.0
2010,Oats,83.0
2010,Oats,77.0
2010,Oats,74.0
2010,Oats,80.0
2010,Oats,80.0
2010,Oats,128.0
2010,Oats,133.0
2010,Oats,122.0
2010,Oats,139.0
2010,Oats,124.0
2010,Oats,161.0
2011,Oats,152.0
2011,Oats,152.0
2011,Oats,149.0
2011,Oats,180.0
2011,Oats,156.0
2011,Oats,130.0
2011,Oats,130.0
2011,Oats,152.0
2011,Oats,152.0
2011,Oats,151.0
2011,Oats,163.0
2011,Oats,169.0
2011,Oats,161.0
2012,Oats,167.0
2012,Oats,152.0
2012,Oats,173.0
2012,Oats,161.0
2012,Oats,143.0
2012,Oats,163.0
2012,Oats,178.0
2012,Oats,175.0
2012,Oats,164.0
2012,Oats,172.0
2012,Oats,165.0
2012,Oats,177.0
2012,Oats,181.0
2013,Oats,141.0
2013,Oats,152.0
2013,Oats,173.0
2013,Oats,161.0
2013,Oats,143.0
2013,Oats,163.0
2013,Oats,178.0
2013,Oats,175.0
2013,Oats,164.0
2013,Oats,172.0
2013,Oats,165.0
2013,Oats,177.0
2013,Oats,181.0
2014,Oats,111.0
2014,Oats,150.0
2014,Oats,150.0
2014,Oats,170.0
2014,Oats,116.0
2014,Oats,108.0
2014,Oats,116.0
2014,Oats,109.0
2014,Oats,117.0
2014,Oats,120.0
2015,Oats,113.0
2015,Oats,134.0
2015,Oats,125.0
2015,Oats,126.0
2015,Oats,134.0
2015,Oats,127.0
2015,Oats,130.0
2015,Oats,100.0
2015,Oats,93.0
2015,Oats,115.0
2015,Oats,130.0
2015,Oats,149.0
2015,Oats,123.0
2016,Oats,104.0
2016,Oats,142.0
2016,Oats,106.0
2016,Oats,133.0
2016,Oats,100.0
2016,Oats,140.0
2016,Oats,81.0
2016,Oats,84.0
2016,Oats,96.0
2016,Oats,113.0
2016,Oats,107.0
2016,Oats,104.0
2017,Oats,129.0
2017,Oats,133.0
2017,Oats,119.0
2017,Oats,127.0
2017,Oats,109.0
2017,Oats,112.0
2017,Oats,124.0
2017,Oats,132.0
2017,Oats,134.0
2017,Oats,153.0
2018,Oats,140.0
2018,Oats,157.0
2018,Oats,131.0
2018,Oats,145.0
2018,Oats,138.0
2018,Oats,114.0
2018,Oats,110.0
2018,Oats,152.0
2019,Oats,132.0
2019,Oats,154.0
2019,Oats,153.0
2019,Oats,112.0
2019,Oats,134.0
2019,Oats,116.0
2020,Oats,129.0
2020,Oats,174.0
2020,Oats,139.0
2020,Oats,115.0
2020,Oats,126.0
2021,Oats,158.0
2021,Oats,178.0
2021,Oats,125.0
2021,Oats,158.0
2021,Oats,178.0
2021,Oats,175.0
2022,Oats,234.0
2022,Oats,206.0
2022,Oats,196.0
2022,Oats,250.0
2022,Oats,283.0
2022,Oats,202.0
2022,Oats,244.0
2022,Oats,205.0
2022,Oats,274.0
2022,Oats,234.0
2022,Oats,255.0
2022,Oats,244.0
2023,Oats,135.0
2023,Oats,249.0
2023,Oats,295.0
2023,Oats,228.0
2023,Oats,215.0
2023,Oats,216.0
2023,Oats,219.0
2023,Oats,144.0
2023,Oats,127.0
2023,Oats,178.0
2023,Oats,159.0
2023,Oats,179.0
2023,Oats,230.0
1991,Oats,216.2
1992,Oats,211.8
1993,Oats,210.0
1994,Oats,198.7
1995,Oats,100.4
1996,Oats,124.6
1997,Oats,104.4
1998,Oats,87.9
1999,Oats,93.1
2000,Oats,95.4
2001,Oats,100.2
2002,Oats,90.0
2003,Oats,88.0
2004,Oats,77.0
2005,Oats,70.0
2006,Oats,86.0
2007,Oats,144.0
2008,Oats,109.0
2009,Oats,72.0
2010,Oats,131.0
2011,Oats,152.0
2012,Oats,167.0
2013,Oats,141.0
2014,Oats,111.0
2015,Oats,113.0
2016,Oats,104.0
2017,Oats,129.0
2018,Oats,140.0
2019,Oats,132.0
2020,Oats,129.0
2021,Oats,158.0
2022,Oats,234.0
2023,Oats,135.0
1991,Oats,254.8
1992,Oats,265.2
1993,Oats,248.4
1994,Oats,239.4
1995,Oats,137.1
1996,Oats,162.0
1997,Oats,117.7
1998,Oats,97.7
1999,Oats,99.2
2000,Oats,87.9
2001,Oats,89.7
2002,Oats,84.7
2003,Oats,99.3
2004,Oats,95.6
2005,Oats,87.1
2006,Oats,107.9
2007,Oats,197.1
2008,Oats,159.7
2009,Oats,100.0
2010,Oats,173.5
2011,Oats,211.3
2012,Oats,214.6
2013,Oats,187.2
2014,Oats,147.3
2015,Oats,125.3
2016,Oats,115.0
2017,Oats,145.7
2018,Oats,165.3
2019,Oats,147.8
2020,Oats,147.3
2021,Oats,186.9
2022,Oats,246.1
2023,Oats,146.0
1991,Oats,197.75
1992,Oats,193.69
1993,Oats,192.03
1994,Oats,181.73
1995,Oats,91.86
1996,Oats,113.99
1997,Oats,95.45
1998,Oats,80.43
1999,Oats,85.15
2000,Oats,87.27
2001,Oats,91.66
2002,Oats,82.32
2003,Oats,80.49
2004,Oats,70.43
2005,Oats,64.02
2006,Oats,78.66
2007,Oats,131.71
2008,Oats,99.7
2009,Oats,65.85
2010,Oats,119.82
2011,Oats,139.02
2012,Oats,152.74
2013,Oats,128.96
2014,Oats,101.52
2015,Oats,103.35
2016,Oats,95.12
2017,Oats,117.99
2018,Oats,128.05
2019,Oats,120.73
2020,Oats,117.99
2021,Oats,144.51
2022,Oats,214.02
2023,Oats,123.48
2024,Oats,137.3
1991,"Onions and shallots, dry (excluding dehydrated)",2100.0
1992,"Onions and shallots, dry (excluding dehydrated)",1960.0
1993,"Onions and shallots, dry (excluding dehydrated)",2050.0
1994,"Onions and shallots, dry (excluding dehydrated)",3480.0
1995,"Onions and shallots, dry (excluding dehydrated)",2820.0
1996,"Onions and shallots, dry (excluding dehydrated)",880.0
1997,"Onions and shallots, dry (excluding dehydrated)",2080.0
1998,"Onions and shallots, dry (excluding dehydrated)",3110.0
1999,"Onions and shallots, dry (excluding dehydrated)",1400.0
